label,phrase
0.5,sophomore
0.52778,pratfalls
0.5,Matches
0.5,land
0.5,automatically
0.5,bypass
0.56944,Baby-faced
0.5,blank
0.33333,unimaginable
0.63889,competent
0.5,after-school
0.5,slot
0.5,shopping
0.5,Beard
0.25,falters
0.31944,recycled
0.45833,implausibility
0.29167,sags
0.72222,courageousness
0.51389,employment
0.5,morph
0.5,triangle
0.58333,focuses
0.31944,anguish
0.43056,mulls
0.40278,traverse
0.47222,uncharted
0.375,trimmed
0.47222,sprawling
0.54167,focus
0.44444,cowering
0.44444,larky
0.5,belong
0.58333,Metaphors
0.56944,abound
0.5,Burkina
0.5,Faso
0.61111,Sia
0.5,elicits
0.56944,governments
0.5,2000
0.5,conspiracies
0.097222,doomed
0.55556,toughest
0.55556,profession
0.5,Tells
0.5,hews
0.63889,life-changing
0.48611,encounters
0.5,depict
0.41667,aristocrats
0.31944,dismay
0.45833,mistake
0.5,Traveler
0.54167,anyplace
0.54167,tongue
0.5,cheek
0.63889,late-summer
0.52778,surfer
0.5,action\/thriller
0.56944,evoking
0.5,Jackal
0.5,Connection
0.5,Heat
0.5,moon
0.54167,fuel
0.56944,achievements
0.38889,stranded
0.5,appetites
0.22222,agony
0.43056,ever-ruminating
0.47222,genteel
0.61111,bills
0.5,remakes
0.5,eclipse
0.23611,disgrace
0.5,Stephen
0.51389,Earnhart
0.625,optimism
0.43056,WEIRD
0.56944,chick-flicks
0.51389,treating
0.44444,follies
0.5,legend
0.65278,Successfully
0.51389,blended
0.55556,kooky
0.375,overeager
0.66667,warmest
0.40278,two-dimensional
0.5,Minority
0.77778,astounds
0.5,E.T
0.52778,loud
0.47222,special-effects-laden
0.5,extravaganzas
0.5,Columbus
0.52778,livelier
0.61111,spectator
0.5,item
0.66667,superhero
0.52778,Believes
0.5,arriving
0.5,flickering
0.5,reminders
0.51389,bind
0.54167,SANDLER
0.5,ART
0.5,FILM
0.47222,averse
0.77778,follow-your-dream
0.5,knack
0.44444,wrapping
0.5,blanket
0.41667,seedy
0.44444,clash
0.5,generations
0.44444,unsolved
0.44444,unresolved
0.5,jockey
0.5,Over
0.66667,improves
0.52778,graphics
0.5,Smoke
0.5,Signals
0.48611,base
0.55556,acquire
0.5,Sunshine
0.51389,Melds
0.54167,shout
0.38889,truncated
0.72222,lovable
0.59722,Admirers
0.5,Abel
0.55556,relieved
0.65278,Xmas
0.58333,superheroics
0.68056,engross
0.43056,antsy
0.43056,youngsters
0.41667,numbered
0.5,52
0.77778,Deliciously
0.34722,mean-spirited
0.65278,wryly
0.52778,primal
0.5,Mick
0.47222,standardized
0.40278,lisping
0.5,reptilian
0.5,bask
0.5,lingual
0.48611,wiggling
0.5,kitten
0.69444,Intriguing
0.61111,neatly
0.27778,debilitating
0.44444,aftermath
0.29167,terrorist
0.41667,attacks
0.5,rapport
0.5,H茅l猫ne
0.5,Calvin
0.51389,barbers
0.55556,streetwise
0.52778,McLaughlin
0.54167,Thoroughly
0.61111,dazzle
0.55556,longtime
0.59722,movie-going
0.5,neophyte
0.375,unbearably
0.5,hotels
0.5,highways
0.5,parking
0.5,glimpses
0.44444,moan
0.625,entrapment
0.16667,botches
0.5,boy-meets-girl
0.55556,posturing
0.66667,ebullient
0.55556,tradition-bound
0.5,widow
0.36111,passive
0.38889,yield
0.45833,Gone
0.5,mannerisms
0.5,deliberate
0.51389,gait
0.44444,subdues
0.61111,exuberance
0.5,powder
0.58333,sun-splashed
0.5,whites
0.5,Tunis
0.83333,alluring
0.52778,sensuous
0.48611,belly-dancing
0.5,clubs
0.54167,resolved
0.61111,immersed
0.5,directions
0.43056,sneers
0.11111,bile
0.30556,Euro-trash
0.5,handguns
0.59722,BMWs
0.58333,seaside
0.5,chateaus
0.58333,Fortunately
0.5,cloying
0.5,Greg
0.55556,full-fledged
0.51389,cleavage
0.66667,principled
0.625,triumphant
0.5,exhibit
0.5,digest
0.54167,Lear
0.5,confluence
0.5,Gay
0.5,trial
0.61111,ensures
0.27778,draggy
0.45833,girl-buddy
0.5,rock-n-rolling
0.44444,post-war
0.44444,instruct
0.27778,reeking
0.5,library
0.44444,dust
0.45833,soothe
0.5,collide
0.27778,Oprahfication
0.58333,humbling
0.52778,fueled
0.5,Zhao
0.5,Benshan
0.5,Jie
0.30556,complain
0.55556,straight-shooting
0.5,awards
0.59722,animals
0.44444,Imaxy
0.72222,stronger
0.56944,costars
0.5,Maggie
0.48611,G.
0.72222,breakthrough
0.31944,overexposed
0.38889,redolent
0.41667,derives
0.5,workman
0.48611,entendre
0.5,attendant
0.5,lector
0.59722,injuries
0.59722,enticing
0.52778,Italy
0.5,beckons
0.5,beachcombing
0.5,verismo
0.40278,indistinct
0.5,Times
0.5,Oliveira
0.56944,pursue
0.5,representation
0.61111,painters
0.40278,confounded
0.5,miscellaneous
0.5,bohos
0.51389,expound
0.45833,explaining
0.5,campfire
0.45833,willies
0.47222,exit
0.66667,Treasure
0.5,Planet
0.41667,so-so
0.19444,damaged-goods
0.5,orbits
0.72222,flourishes
0.59722,grateful
0.5,jokester
0.54167,patrolmen
0.52778,hotter
0.5,Georgia
0.5,asphalt
0.48611,overwhelmed
0.44444,paradoxically
0.65278,illuminated
0.41667,manipulative
0.56944,preserves
0.5,ardor
0.5,lays
0.44444,puzzle
0.56944,interweaves
0.44444,Mobius
0.5,strip
0.5,elliptically
0.47222,loops
0.58333,acerbic
0.5,titans
0.36111,underplayed
0.58333,harks
0.375,unchecked
0.54167,Yasujiro
0.45833,Ozu
0.5,superfluous
0.5,epilogue
0.5,leaks
0.54167,suspension
0.5,sieve
0.66667,heart-rate-raising
0.61111,aspiration
0.58333,boost
0.51389,Everyman
0.59722,reverberates
0.31944,sadly
0.55556,heightened
0.625,paean
0.27083,Dense
0.66667,brimming
0.55556,absorbed
0.5,numerous
0.65278,world-renowned
0.56944,copious
0.5,hints
0.55556,myriad
0.52778,harvesting
0.52778,purposes
0.94444,Splendidly
0.44444,adversity
0.47222,gut-clutching
0.45833,advocacy
0.58333,torrent
0.30556,complications
0.5,stinging
0.59722,mother-daughter
0.5,ballroom
0.61111,3000
0.52778,waltzed
0.40278,pantheon
0.5,rules
0.44444,governance
0.48611,hierarchy
0.47222,four-hour
0.59722,Asiaphiles
0.5,Touches
0.55556,wistfully
0.38889,marginal
0.55556,helping
0.72222,friendly
0.43056,scan
0.61111,Boldly
0.5,engineering
0.38889,collision
0.375,tawdry
0.55556,flamboyance
0.55556,grandiose
0.66667,model
0.31944,scrap
0.44444,darkest
0.5,inhabitants
0.61111,Harks
0.41667,Upsetting
0.5,purity
0.5,stick
0.38889,breakdown
0.5,Continually
0.5,perceptions
0.5,Dog
0.69444,energizes
0.5,chomps
0.5,Cosby-Seinfeld
0.54167,weight
0.43056,superficially
0.375,scream
0.47222,zombie-land
0.52778,single-handed
0.5,Waltz
0.44444,skinny
0.38889,Panic
0.33333,sucking
0.55556,rooting
0.5,Gai
0.30556,befallen
0.47222,guarded
0.41667,resentful
0.61111,Margot
0.70833,Gloriously
0.43056,vagina
0.59722,excessively
0.30556,underconfident
0.5,Walken
0.5,kinda
0.56944,romanced
0.5,Cyndi
0.55556,Lauper
0.63889,Opportunists
0.5,oozes
0.56944,matches
0.65278,page-turning
0.5,worries
0.48611,approached
0.43056,war-ravaged
0.5,Sarah
0.5,Harrison
0.47222,Jaunty
0.41667,celeb-strewn
0.5,Recoing
0.5,tick
0.54167,explanation
0.61111,overcomes
0.58333,envelops
0.61111,fearlessly
0.5,nationwide
0.52778,blight
0.27778,horrifyingly
0.41667,faint
0.5,San
0.5,Francisco
0.68056,treasured
0.5,variations
0.34722,staggers
0.625,Any
0.52778,reserved
0.375,refracting
0.5,midst
0.5,spades
0.5,winter
0.5,Grenoble
0.58333,Geneva
0.51389,mounting
0.5,expert
0.5,Medem
0.40278,disrobed
0.41667,exposed
0.5,virgin
0.5,chastity
0.61111,Food
0.34722,heavy-handed
0.51389,parental
0.25,failings
0.38889,indifference
0.5,Spanish
0.47222,ambiguities
0.61111,training
0.72222,world-class
0.5,fencer
0.5,twister
0.5,movie-movie
0.33333,bankruptcy
0.45833,inflammatory
0.51389,religion
0.375,hatred
0.5,resolution
0.26389,floundering
0.48611,rake
0.5,dough
0.54167,boomer
0.68056,Wise
0.59722,bless
0.5,aversion
0.51389,cashing
0.55556,movie-star
0.80556,gorgeousness
0.5,Veterans
0.5,dating
0.31944,uneasily
0.48611,sex-in-the-city
0.48611,misadventures
0.40278,decline
0.52778,candor
0.56944,giggle
0.44444,lowered
0.5,reel\/real
0.5,dichotomy
0.55556,pursued
0.375,enervating
0.5,Venice\/Venice
0.69444,song-and-dance-man
0.5,Pasach
0.625,ethnic
0.56944,Sensitively
0.5,penalty
0.44444,challenged
0.65278,gadgets
0.55556,Presents
0.44444,smacks
0.5,compositions
0.45833,underlined
0.61111,Finn
0.5,Edmund
0.51389,McWilliams
0.69444,Engages
0.5,walking
0.69444,satisfied
0.5,bilingual
0.43056,Blisteringly
0.51389,scarily
0.34722,sorrowfully
0.36111,damage
0.59722,surveys
0.5,Holden
0.5,Pokemon
0.375,cautions
0.66667,ecological
0.5,bloodstream
0.56944,Explosions
0.5,innuendoes
0.33333,timeout
0.58333,labels
0.47222,wrought
0.51389,arguably
0.58333,versatile
0.5,Delia
0.5,Greta
0.5,Paula
0.65278,multilayered
0.5,searches
0.66667,affectingly
0.59722,howling
0.23611,cringing
0.44444,continually
0.5,accommodate
0.625,unconditional
0.5,seeks
0.47222,look-see
0.5,Ryosuke
0.44444,languidly
0.55556,Argentinean
0.58333,dramedy
0.58333,compelled
0.69444,venturesome
0.61111,Rugrats
0.5,Thornberrys
0.61111,emphasis
0.56944,respecting
0.54167,Taken
0.5,terrorists
0.36111,Fears
0.5,reducing
0.56944,stake
0.58333,seductively
0.54167,entertainments
0.45833,overwhelm
0.44444,squirm
0.5,recognition
0.5,168-minute
0.56944,entranced
0.5,Open-ended
0.5,layer
0.5,cinephile
0.54167,invitation
0.5,interpretations
0.45833,anti-adult
0.51389,Esther
0.5,Kahn
0.59722,progresses
0.19444,monotony
0.625,concentration
0.48611,Neither
0.5,Eddie
0.68056,efficiently
0.5,Before
0.29167,collapses
0.55556,lampoon
0.70833,skilled
0.5,spoken
0.52778,Patricio
0.5,Guzman
0.51389,parallels
0.5,1971
0.5,Bedknobs
0.5,Broomsticks
0.5,dealt
0.58333,rediscovering
0.5,ninth
0.5,remaining
0.52778,principles
0.47222,pointedly
0.61111,peril
0.44444,unrepentant
0.54167,excursion
0.51389,epicenter
0.61111,percolating
0.44444,instability
0.5,mateys
0.51389,handful
0.66667,virtuosic
0.66667,Myers
0.44444,dirty-joke
0.68056,post-Tarantino
0.61111,pop-culture
0.44444,hack-and-slash
0.27778,inexperienced
0.5,chases
0.56944,strut
0.5,Goldmember
0.5,car
0.54167,catastrophic
0.47222,gall
0.47222,clamoring
0.45833,torpedo
0.5,scripters
0.5,Oscars
0.47222,nerve-raked
0.5,crackle
0.5,stagings
0.54167,hardware
0.41667,Americanized
0.5,comparing
0.5,classification
0.61111,unerring
0.625,creepy-scary
0.65278,fixating
0.5,corner
0.48611,in-your-face
0.20833,unpleasant
0.55556,Believer
0.43056,gaudy
0.5,shirt
0.5,rocks
0.44444,unexplored
0.44444,Punch-Drunk
0.5,maker
0.5,chocolate
0.5,milk
0.36111,moustache
0.38889,portrayals
0.5,seeds
0.5,ambivalent
0.5,counts
0.44444,Piercingly
0.5,route
0.5,pixilated
0.5,frequent
0.625,allusions
0.5,gurus
0.5,doshas
0.5,Westerners
0.55556,verging
0.47222,mumbo-jumbo
0.5,streaks
0.38889,unimpeachable
0.5,byplay
0.43056,bickering
0.59722,spy-savvy
0.5,siblings
0.5,Vega
0.5,Juni
0.5,Sabara
0.5,Cortez
0.5,anchor
0.44444,give-and-take
0.22222,flat
0.5,Breillat
0.5,Rain
0.875,Remarkable
0.5,characterisations
0.65278,coolness
0.51389,Significantly
0.5,UB
0.625,spoofs
0.5,outre
0.44444,dorkier
0.51389,inseparable
0.19444,Painful
0.34722,oppressively
0.43056,missed
0.36111,schmaltz
0.44444,stubborn
0.48611,Slackers
0.22222,insulting
0.23611,childish
0.38889,mongrel
0.54167,pep
0.44444,indecipherable
0.38889,fiendishly
0.375,jaded
0.5,auditorium
0.38889,dizzy
0.38889,disorientated
0.44444,semimusical
0.54167,rendition
0.5,flags
0.48611,drawling
0.26389,slobbering
0.40278,run-on
0.5,sentence
0.5,Southern
0.5,Gothic
0.48611,swords
0.5,helm
0.54167,traditionally
0.47222,plotted
0.48611,surrendering
0.30556,rigor
0.5,composure
0.5,anatomical
0.5,transition
0.58333,Monsters
0.5,Inc.
0.5,describes
0.5,Jeremy
0.56944,impulses
0.19444,hideously
0.44444,combat
0.56944,Savvy
0.5,Siegel
0.48611,co-writers
0.5,sympathize
0.56944,apex
0.5,misunderstood
0.43056,clobbering
0.54167,digested
0.5,laboratory
0.5,funky
0.38889,artificial
0.38889,artificiality
0.68056,recycling
0.5,nephew
0.56944,uncles
0.52778,Congrats
0.38889,constrictive
0.5,Eisenhower
0.81944,cheery
0.55556,tranquil
0.51389,continue
0.38889,fragmentary
0.5,connections
0.5,Halle
0.5,naval
0.5,personnel
0.5,Diego
0.59722,welled
0.5,Guard
0.5,swashbucklers
0.375,far-fetched
0.52778,absorb
0.5,e-graveyard
0.5,Chin
0.31944,lack-of-attention
0.5,span
0.5,seventeen
0.5,Count
0.55556,seriocomic
0.51389,Georgian-Israeli
0.5,Miami
0.5,translate
0.48611,adjective
0.65278,artsy
0.51389,off-kilter
0.58333,Resources
0.51389,establish
0.5,poet
0.63889,grandkids
0.51389,grandparents
0.5,smiles
0.5,Russo
0.59722,Sturges
0.5,Money
0.56944,forming
0.5,chain
0.51389,circle
0.5,applying
0.5,realizes
0.58333,fullness
0.40278,negate
0.5,Anybody
0.72222,enjoys
0.54167,Cuar贸n
0.72222,substantive
0.34722,cliched
0.5,structures
0.58333,dialog
0.22222,sorrow
0.5,lipstick
0.5,components
0.5,Ash
0.58333,Wednesday
0.5,writer\/directors
0.5,Zishe
0.45833,Hanussen
0.55556,interview
0.5,Suge
0.51389,Knight
0.61111,comprehensible
0.5,guide
0.51389,non-techies
0.5,borrow
0.5,Moretti
0.5,common-man
0.51389,recognize
0.5,Foreman
0.55556,barking-mad
0.5,Thewlis
0.5,Freddie
0.55556,Bettany\/McDowell
0.52778,hard-eyed
0.33333,Precocious
0.48611,smarter-than-thou
0.36111,wayward
0.5,right-wing
0.5,propriety-obsessed
0.66667,sparking
0.38889,savagely
0.5,Jonathan
0.52778,Swift
0.45833,Alternating
0.38889,facetious
0.44444,pulp
0.45833,tosses
0.5,android
0.47222,cutesy
0.77778,Delight
0.5,senses
0.48611,crash
0.36111,numbness
0.5,unguarded
0.56944,homes
0.5,Brent
0.5,Hanley
0.51389,examining
0.66667,glued
0.40278,Christine
0.5,Sylvie
0.43056,icily
0.52778,benefited
0.58333,silent-movie
0.44444,partisans
0.38889,sabotage
0.51389,Viva
0.47222,Resistance
0.52778,Solomonic
0.56944,decision
0.58333,turbulent
0.5,Landau
0.625,Martyr
0.625,royally
0.5,screwed
0.5,virtual
0.52778,roller-coaster
0.27778,sleaze
0.5,intentionally
0.5,introducing
0.48611,loads
0.25,irreparable
0.56944,costly
0.5,analysis
0.55556,unwavering
0.625,backbone
0.5,bodice-ripper
0.38889,desert
0.63889,beaches
0.5,neck
0.5,springboard
0.58333,completist
0.5,checklist
0.56944,cultist
0.375,scrutinize
0.66667,serenity
0.38889,veers
0.43056,unintentional
0.5,inadvertently
0.58333,double-cross
0.5,Heist
0.59722,no-brainer
0.55556,dimensional
0.59722,sunny
0.5,disposition
0.5,Jeffs
0.54167,expressiveness
0.36111,Underachieves
0.61111,explicit
0.5,libido
0.5,arrived
0.5,Portugal
0.55556,Pixar
0.52778,lighting
0.72222,innovative
0.5,backgrounds
0.5,Art-house
0.48611,genre-curling
0.44444,revives
0.56944,free-wheeling
0.22222,hollowness
0.51389,arms
0.55556,Conceptually
0.5,living-room
0.54167,Worlds
0.55556,gaining
0.5,suggested
0.43056,vampire
0.5,Drama
0.47222,temptation
0.68056,salvation
0.38889,rapturous
0.55556,MacDowell
0.65278,eclipses
0.375,self-promotion
0.5,Discovery
0.5,Channel
0.5,widen
0.5,continent
0.48611,rose-colored
0.5,glasses
0.56944,eye-boggling
0.52778,psychedelic
0.59722,Straightforward
0.5,Possession
0.47222,jaunt
0.5,lane
0.51389,televised
0.59722,Scooby-Doo
0.41667,reruns
0.52778,catches
0.48611,archetypal
0.43056,insanity
0.44444,spews
0.5,Kubrick-meets-Spielberg
0.5,VH1
0.44444,Behind
0.5,Music
0.5,Buy
0.63889,Carrying
0.81944,spot-on
0.47222,burr
0.5,peels
0.5,paper
0.5,conceits
0.58333,flesh-and-blood
0.5,humans
0.52778,Body
0.5,Veret茅
0.77778,whip-smart
0.44444,bluffs
0.52778,infomercial
0.5,Ram
0.5,Dass
0.5,demographic
0.47222,explains
0.5,Cal
0.83333,lovingly
0.66667,coffee
0.5,Graphic
0.68056,attracting
0.51389,compared
0.5,entries
0.61111,tart
0.41667,damning
0.5,grooved
0.5,pushes
0.33333,run-of-the-filth
0.65278,recognise
0.5,signposts
0.5,map
0.66667,fitting
0.43056,dissection
0.38889,inanities
0.5,self-critical
0.5,behind-the-scenes
0.55556,navel-gazing
0.5,Orleans
0.5,infinite
0.73611,Lovingly
0.625,Golden
0.5,Book
0.5,sprung
0.43056,stickiness
0.54167,Consistently
0.5,Chill
0.5,Baader-Meinhof
0.52778,Gang
0.5,pranksters
0.5,activists
0.625,large-scale
0.44444,Shekhar
0.58333,supplies
0.40278,distort
0.5,Throws
0.41667,Weighty
0.77778,audience-pleaser
0.44444,waited
0.51389,doctor
0.40278,emergency
0.55556,hospital
0.61111,Generates
0.5,Exposing
0.43056,repelled
0.43056,dogmatism
0.5,manipulativeness
0.48611,narrow
0.27778,fearful
0.38889,Goldbacher
0.38889,spooks
0.5,Scherfig
0.63889,camaraderie
0.5,Marina
0.36111,imperfect
0.5,love-hate
0.54167,existentialism
0.5,Liana
0.5,Dognini
0.72222,dramatized
0.5,answer
0.5,Irvine
0.5,Trainspotting
0.5,hands-on
0.5,textbook
0.5,Making
0.41667,trivializing
0.5,Chouraqui
0.63889,affirm
0.55556,Grown-up
0.43056,quibbles
0.5,McCracken
0.70833,clear-cut
0.375,all-out
0.5,Irish
0.52778,marketing
0.5,Chekhov
0.48611,self-important
0.61111,Devotees
0.44444,Wrath
0.5,Khan
0.29167,nagging
0.5,deja
0.54167,vu
0.69444,soul-stirring
0.5,Israeli\/Palestinian
0.5,remain
0.38889,caricature
0.56944,radioactive
0.5,shrug
0.069444,annoyance
0.51389,chatty
0.72222,immaculate
0.5,Roussillon
0.375,losers
0.5,Dodger
0.54167,permeates
0.66667,Reminiscent
0.5,examine
0.625,labyrinthine
0.48611,buffeted
0.5,Denver
0.5,Vanessa
0.5,Redgrave
0.40278,sociology
0.48611,apes
0.61111,rooted
0.63889,fruitful
0.59722,epitaph
0.5,laundry
0.34722,list
0.20833,barf
0.55556,moviehouse
0.27778,disposable
0.5,rescue
0.38889,Funk
0.5,Motown
0.5,Drawing
0.5,romanticism
0.63889,sultry
0.69444,beer-fueled
0.5,sun
0.70833,inspire
0.5,retiring
0.5,Ohlinger
0.22222,delusional
0.51389,croaks
0.5,wondering
0.5,be-bop
0.5,nighttime
0.63889,loquacious
0.5,videologue
0.5,lengths
0.54167,protective
0.5,cocoon
0.40278,kids-in-peril
0.5,theatrics
0.5,drink
0.5,woodland
0.26389,queasy
0.63889,infatuation
0.44444,strangeness
0.5,Petri
0.76389,well-characterized
0.5,telephone
0.43056,aggressively
0.5,sequins
0.5,flashbulbs
0.48611,blaring
0.5,babes
0.59722,infiltrated
0.5,looked
0.77778,desirable
0.5,docs
0.5,suspended
0.5,searching
0.70833,sterling
0.55556,lingerie
0.5,models
0.5,bar
0.5,dancers
0.5,Midwest
0.54167,bearing
0.76389,Entertaining
0.38889,one-joke
0.5,Venus
0.5,Mars
0.5,tightly
0.5,fertility
0.55556,rivals
0.5,animations
0.59722,Enormously
0.58333,high-adrenaline
0.38889,complexities
0.5,text
0.70833,precise
0.375,discordant
0.38889,topple
0.5,translation
0.5,Anthony
0.55556,Friedman
0.56944,updated
0.58333,1970
0.66667,fluttering
0.44444,stammering
0.77778,high-spirited
0.61111,Berlin
0.5,anarchists
0.47222,prey
0.55556,sob-story
0.5,witness
0.55556,mordantly
0.33333,soullessness
0.77778,jaw-dropping
0.44444,boffo
0.52778,daughters
0.51389,Connoisseurs
0.80556,pleased
0.45833,meticulous
0.38889,withered
0.56944,enforced
0.5,hiatus
0.47222,dry-eyed
0.54167,maximum
0.5,moisture
0.5,Symbolically
0.69444,rarity
0.72222,Exceptionally
0.51389,diamond
0.61111,scoring
0.5,putting
0.55556,assets
0.5,commend
0.16667,misguided
0.5,Croze
0.45833,Bibi
0.5,MY
0.47222,LITTLE
0.5,EYE
0.5,Tunney
0.44444,coltish
0.5,neurotic
0.58333,possesses
0.5,ascertain
0.44444,pessimistic
0.43056,careens
0.44444,stricken
0.5,composer
0.5,violinist
0.61111,beatings
0.5,classicism
0.33333,exasperated
0.52778,noticeable
0.43056,Or
0.33333,hated
0.5,mornings
0.5,judgment
0.5,pink
0.48611,unfussily
0.76389,assuredly
0.65278,cleverest
0.61111,giggly
0.30556,stereotypical
0.55556,Rubenesque
0.51389,physique
0.5,Days
0.5,queen
0.5,bearded
0.44444,lactating
0.77778,90-plus
0.65278,intolerant
0.625,luscious
0.5,true-to-life
0.38889,unadorned
0.47222,rural
0.63889,first-timer
0.61111,Hilary
0.5,Birmingham
0.66667,emphasized
0.52778,Driver-esque
0.52778,teetering
0.51389,sanity
0.625,academic
0.43056,skullduggery
0.38889,Ludicrous
0.63889,Carl
0.5,freak-outs
0.5,Kumble
0.5,counter
0.38889,crudity
0.5,Diaz
0.5,holding
0.51389,subtler
0.5,Total
0.47222,Recall
0.76389,fun-seeking
0.40278,Schumacher
0.55556,Hopkins\/Rock
0.54167,styles
0.5,onscreen
0.52778,personas
0.5,grittily
0.72222,well-rounded
0.5,reached
0.80556,exquisitely
0.70833,favorably
0.59722,Das
0.41667,Boot
0.56944,swaying
0.5,cradles
0.54167,veiling
0.5,Buscemi
0.5,Rosario
0.36111,overbearing
0.5,North
0.70833,Special
0.5,P.O.V.
0.5,mounts
0.5,bikes
0.5,skateboards
0.48611,motorcycles
0.47222,splashed
0.61111,immense
0.47222,reduce
0.5,Blake
0.5,animator
0.5,McFarlane
0.63889,dystopia
0.54167,Chardonne
0.5,ex-Marine
0.58333,Pete
0.52778,even-flowing
0.56944,accomplish
0.5,canned
0.5,passages
0.66667,hip
0.59722,in-jokey
0.5,in-between
0.52778,action-and-popcorn
0.5,obsessed
0.59722,Grace
0.66667,reassures
0.5,Spare
0.5,setpieces
0.61111,straight-ahead
0.5,Na
0.48611,replace
0.51389,moviegoer
0.5,missive
0.59722,swathe
0.54167,retaining
0.44444,refusing
0.44444,Christian-themed
0.625,Graduate
0.5,switches
0.47222,recyclable
0.70833,attentive
0.5,Represents
0.5,expand
0.54167,pro-wildlife
0.47222,pent
0.18056,ENOUGH
0.625,pros
0.5,duties
0.66667,well-intentioned
0.38889,perilously
0.47222,undergoing
0.63889,Elegantly
0.56944,expressively
0.55556,crystallize
0.55556,minutely
0.68056,dreamlike
0.73611,ecstasy
0.83333,Enriched
0.5,\/
0.48611,resonate
0.65278,profundity
0.5,amid
0.61111,Del
0.5,Toro
0.5,Yang
0.5,Yi
0.30556,detached
0.5,fusion
0.59722,highs
0.52778,sorrowful
0.66667,niches
0.55556,reflected
0.625,championship
0.56944,undermines
0.34722,thornier
0.5,nature\/nurture
0.625,Affable
0.625,awakens
0.55556,bio-drama
0.625,Saved
0.80556,way-cool
0.66667,sounding
0.61111,spaghetti
0.56944,western
0.56944,proven
0.54167,advantages
0.5,15-year
0.5,jaw
0.5,thumbs
0.80556,Orgasm
0.30556,dismal
0.31944,farcically
0.38889,bawdy
0.5,regeneration
0.47222,kibosh
0.51389,studio-produced
0.47222,bothers
0.5,suitcase
0.45833,afterthought
0.5,swirl
0.51389,betters
0.38889,understatement
0.36111,woe
0.51389,opts
0.5,overlook
0.52778,goofily
0.72222,well-lensed
0.44444,gorefest
0.5,checking
0.52778,Filipino-Americans
0.5,Patric
0.5,Ray
0.5,Liotta
0.58333,splendidly
0.47222,near-hypnotic
0.56944,heart-breakingly
0.58333,extensive
0.44444,white-on-black
0.5,Starts
0.5,Adrien
0.5,Brody
0.58333,Pratfalls
0.5,talks
0.44444,bluster
0.5,Greenfingers
0.44444,itinerant
0.48611,savaged
0.54167,competing
0.5,lawyers
0.40278,stomach-knotting
0.5,witnesses
0.44444,undertone
0.5,Eastern
0.61111,shift
0.5,cleaving
0.47222,inflate
0.29167,mundane
0.43056,scarifying
0.51389,mileage
0.51389,stray
0.5,barrel
0.5,phonograph
0.5,albeit
0.375,Examines
0.66667,nonjudgmentally
0.5,studies
0.5,schools
0.5,hospitals
0.55556,courts
0.44444,welfare
0.61111,centers
0.51389,Tarkovsky
0.5,patriarchal
0.5,debating
0.5,societies
0.38889,weepy
0.5,establishing
0.5,Claus
0.29167,nonsensical
0.61111,plotting
0.44444,infrequently
0.5,Rocky
0.59722,Bullwinkle
0.51389,Speed
0.5,action-adventure
0.5,space-based
0.5,Louis
0.5,fires
0.55556,plasma
0.59722,conduits
0.61111,Intensely
0.48611,Goofy
0.58333,educational
0.33333,ultra-violent
0.5,boasts
0.5,Gambling
0.5,basketball
0.54167,deranged
0.55556,all-enveloping
0.5,rhapsodizes
0.55556,Graced
0.5,McCann
0.5,big-budget\/all-star
0.59722,unblinkingly
0.43056,talky
0.51389,dismantle
0.44444,facades
0.70833,wonderous
0.625,accomplishment
0.625,veracity
0.5,caved
0.5,Plunges
0.44444,brutality
0.73611,celebratory
0.5,tuba-playing
0.5,dwarf
0.5,rolled
0.5,hill
0.5,whacking
0.61111,answered
0.22222,weak
0.45833,fallible
0.41667,caricatures
0.5,delineate
0.30556,conflicts
0.51389,urges
0.5,institution
0.51389,self-preservation
0.5,Missteps
0.68056,indispensable
0.52778,Steadfastly
0.44444,primitive
0.5,contribute
0.58333,sustained
0.40278,Made-Up
0.59722,lampoons
0.70833,flattering
0.625,skin-deep
0.5,notions
0.5,pulchritude
0.5,19th
0.36111,murk
0.47222,haunts
0.61111,artwork
0.5,animaton
0.5,byways
0.59722,littered
0.38889,jabs
0.26389,egocentricities
0.52778,breed
0.5,speed
0.33333,deathly
0.43056,Suffers
0.375,timid
0.5,parsing
0.5,barn-side
0.43056,breach
0.47222,gaps
0.5,Nonchalantly
0.5,costumer
0.52778,jived
0.5,Errol
0.5,Flynn
0.5,Joan
0.72222,Satisfyingly
0.5,Oh
0.48611,stamina
0.5,Madonna
0.55556,cameo
0.5,tenet
0.5,religions
0.625,afterlife
0.5,communications
0.5,Babak
0.5,ditty
0.5,box-office
0.5,phrase
0.31944,schmaltzy
0.5,symbols
0.55556,butterflies
0.5,styx
0.52778,bees
0.51389,indisputably
0.16667,die
0.5,costumes
0.45833,Kurys
0.58333,servicable
0.45833,hide
0.47222,breaking
0.44444,kill
0.27778,deaths
0.5,strips
0.5,stores
0.44444,sanctimoniousness
0.54167,church-wary
0.88889,Laugh-out-loud
0.66667,adorably
0.36111,ditsy
0.58333,dilemma
0.51389,Tends
0.5,pile
0.5,plate
0.55556,boosted
0.5,hotel
0.55556,resurrecting
0.63889,flavorful
0.75,passionately
0.55556,uncover
0.44444,disturbed
0.65278,poise
0.45833,non-narrative
0.5,secretions
0.5,Sorority
0.44444,Boys
0.70833,Highlighted
