phrase,level
tapestry,2
Frei,2
assembles,2
humanistic,3
witnessed,2
retains,2
communicate,2
Nicely,3
Requiem,2
antagonism,2
Jerusalem,2
Wedge,2
Berg,2
Wilson,2
Ackerman,2
episodes,2
Looney,2
Tunes,2
Tchaikovsky,2
neurasthenic,1
Juliette,2
characteristic,2
unfolding,2
cleverly,3
Somehow,2
Pryce,2
Fatal,1
Attraction,2
Indecent,1
Proposal,2
1\/2,2
dolorous,2
trim,2
notwithstanding,2
writers,2
sporadic,2
dips,2
Freudianism,2
humility,2
dysfunctionally,2
Schweig,2
exude,2
warrior,2
Lovely,3
curtsy,2
Campbell,2
outlet,2
flick-knife,2
diction,2
Swanson,2
Fiji,2
diver,2
Rusi,2
Vulakoro,2
Michelle,2
Hall,2
Ark,2
Hermitage,2
princess,2
glides,3
Ben,2
Kingsley,2
Ghandi,3
Ourside,2
intolerable,1
spending,2
favored,3
retro,2
outpaces,2
contemporaries,2
Ranges,2
wonder-what,2
time-it-is,2
live-action,2
Beating,2
blaxploitation,1
downplays,2
opposed,2
outrageousness,2
Sullivan,2
Salton,2
atypically,2
fast-edit,2
hopped-up,2
hidden-agenda,2
shouts,2
durable,3
cultivation,3
devotion,2
open-hearted,2
succumb,2
Everyone,2
naturalistic,3
often-hilarious,4
generate,2
lowbrow,1
high-minded,3
Expands,3
passed,2
street,2
farcical,2
annoyances,2
Clayburgh,2
realities,2
underworld,2
Taxi,2
Driver,2
Goodfellas,3
theory,2
Russians,2
closed-off,2
nationalist,2
Constantly,2
semi-surrealist,2
sitting,2
Merci,2
pour,2
conception,2
future-world,3
holographic,2
librarian,2
Orlando,2
Birot,2
fateful,2
evolution,2
bewitched,2
adolescents,2
Claire,2
villains,1
update,2
Indians,2
cheese-laced,2
spectacles,2
subcontinent,2
Compassionately,2
seemingly,2
irreconcilable,1
estranged,1
lesbian,2
admission,2
profiling,2
Latin,2
trend,2
overdue,2
Beneath,2
scheming,2
backdrop,2
mischievous,2
oodles,2
dedication,3
reporters,2
willingly,2
posterity,2
Importance,3
Quotations,2
Daring,3
reviewed,2
mild,2
Imagine,2
O.,2
Gift,3
Magi,2
relocated,2
scuzzy,0
NYC,2
Merry,3
friggin,2
Shepard,2
Oscar-size,2
underplays,2
'50s,2
Jane,2
Wyman,2
June,2
Cleaver,3
ten-year-old,2
steadfast,3
dualistic,2
candid,2
archly,2
fruition,2
sophomore,2
pratfalls,2
Matches,2
land,2
automatically,2
bypass,2
Baby-faced,2
blank,2
unimaginable,1
competent,3
after-school,2
slot,2
shopping,2
Beard,2
falters,1
recycled,1
implausibility,2
sags,1
courageousness,3
employment,2
morph,2
triangle,2
focuses,2
anguish,1
mulls,2
traverse,2
uncharted,2
trimmed,1
sprawling,2
focus,2
cowering,2
larky,2
belong,2
Metaphors,2
abound,2
Burkina,2
Faso,2
Sia,3
elicits,2
governments,2
2000,2
conspiracies,2
doomed,0
toughest,2
profession,2
Tells,2
hews,2
life-changing,3
encounters,2
depict,2
aristocrats,2
dismay,1
mistake,2
Traveler,2
anyplace,2
tongue,2
cheek,2
late-summer,3
surfer,2
action\/thriller,2
evoking,2
Jackal,2
Connection,2
Heat,2
moon,2
fuel,2
achievements,2
stranded,1
appetites,2
agony,1
ever-ruminating,2
genteel,2
bills,3
remakes,2
eclipse,2
disgrace,1
Stephen,2
Earnhart,2
optimism,3
WEIRD,2
chick-flicks,2
treating,2
follies,2
legend,2
Successfully,3
blended,2
kooky,2
overeager,1
warmest,3
two-dimensional,2
Minority,2
astounds,3
E.T,2
loud,2
special-effects-laden,2
extravaganzas,2
Columbus,2
livelier,2
spectator,3
item,2
superhero,3
Believes,2
arriving,2
flickering,2
reminders,2
bind,2
SANDLER,2
ART,2
FILM,2
averse,2
follow-your-dream,3
knack,2
wrapping,2
blanket,2
seedy,2
clash,2
generations,2
unsolved,2
unresolved,2
jockey,2
Over,2
improves,3
graphics,2
Smoke,2
Signals,2
base,2
acquire,2
Sunshine,2
Melds,2
shout,2
truncated,1
lovable,3
Admirers,2
Abel,2
relieved,2
Xmas,3
superheroics,2
engross,3
antsy,2
youngsters,2
numbered,2
52,2
Deliciously,3
mean-spirited,1
wryly,3
primal,2
Mick,2
standardized,2
lisping,2
reptilian,2
bask,2
lingual,2
wiggling,2
kitten,2
Intriguing,3
neatly,3
debilitating,1
aftermath,2
terrorist,1
attacks,2
rapport,2
H茅l猫ne,2
Calvin,2
barbers,2
streetwise,2
McLaughlin,2
Thoroughly,2
dazzle,3
longtime,2
movie-going,2
neophyte,2
unbearably,1
hotels,2
highways,2
parking,2
glimpses,2
moan,2
entrapment,3
botches,0
boy-meets-girl,2
posturing,2
ebullient,3
tradition-bound,2
widow,2
passive,1
yield,1
Gone,2
mannerisms,2
deliberate,2
gait,2
subdues,2
exuberance,3
powder,2
sun-splashed,2
whites,2
Tunis,2
alluring,4
sensuous,2
belly-dancing,2
clubs,2
resolved,2
immersed,3
directions,2
sneers,2
bile,0
Euro-trash,1
handguns,2
BMWs,2
seaside,2
chateaus,2
Fortunately,2
cloying,2
Greg,2
full-fledged,2
cleavage,2
principled,3
triumphant,3
exhibit,2
digest,2
Lear,2
confluence,2
Gay,2
trial,2
ensures,3
draggy,1
girl-buddy,2
rock-n-rolling,2
post-war,2
instruct,2
reeking,1
library,2
dust,2
soothe,2
collide,2
Oprahfication,1
humbling,2
fueled,2
Zhao,2
Benshan,2
Jie,2
complain,1
straight-shooting,2
awards,2
animals,2
Imaxy,2
stronger,3
costars,2
Maggie,2
G.,2
breakthrough,3
overexposed,1
redolent,1
derives,2
workman,2
entendre,2
attendant,2
lector,2
injuries,2
enticing,2
Italy,2
beckons,2
beachcombing,2
verismo,2
indistinct,2
Times,2
Oliveira,2
pursue,2
representation,2
painters,3
confounded,2
miscellaneous,2
bohos,2
expound,2
explaining,2
campfire,2
willies,2
exit,2
Treasure,3
Planet,2
so-so,2
damaged-goods,0
orbits,2
flourishes,3
grateful,2
jokester,2
patrolmen,2
hotter,2
Georgia,2
asphalt,2
overwhelmed,2
paradoxically,2
illuminated,3
manipulative,2
preserves,2
ardor,2
lays,2
puzzle,2
interweaves,2
Mobius,2
strip,2
elliptically,2
loops,2
acerbic,2
titans,2
underplayed,1
harks,2
unchecked,1
Yasujiro,2
Ozu,2
superfluous,2
epilogue,2
leaks,2
suspension,2
sieve,2
heart-rate-raising,3
aspiration,3
boost,2
Everyman,2
reverberates,2
sadly,1
heightened,2
paean,3
Dense,1
brimming,3
absorbed,2
numerous,2
world-renowned,3
copious,2
hints,2
myriad,2
harvesting,2
purposes,2
Splendidly,4
adversity,2
gut-clutching,2
advocacy,2
torrent,2
complications,1
stinging,2
mother-daughter,2
ballroom,2
3000,3
waltzed,2
pantheon,2
rules,2
governance,2
hierarchy,2
four-hour,2
Asiaphiles,2
Touches,2
wistfully,2
marginal,1
helping,2
friendly,3
scan,2
Boldly,3
engineering,2
collision,1
tawdry,1
flamboyance,2
grandiose,2
model,3
scrap,1
darkest,2
inhabitants,2
Harks,3
Upsetting,2
purity,2
stick,2
breakdown,1
Continually,2
perceptions,2
Dog,2
energizes,3
chomps,2
Cosby-Seinfeld,2
weight,2
superficially,2
scream,1
zombie-land,2
single-handed,2
Waltz,2
skinny,2
Panic,1
sucking,1
rooting,2
Gai,2
befallen,1
guarded,2
resentful,2
Margot,3
Gloriously,3
vagina,2
excessively,2
underconfident,1
Walken,2
kinda,2
romanced,2
Cyndi,2
Lauper,2
Opportunists,3
oozes,2
matches,2
page-turning,3
worries,2
approached,2
war-ravaged,2
Sarah,2
Harrison,2
Jaunty,2
celeb-strewn,2
Recoing,2
tick,2
explanation,2
overcomes,3
envelops,2
fearlessly,3
nationwide,2
blight,2
horrifyingly,1
faint,2
San,2
Francisco,2
treasured,3
variations,2
staggers,1
Any,3
reserved,2
refracting,1
midst,2
spades,2
winter,2
Grenoble,2
Geneva,2
mounting,2
expert,2
Medem,2
disrobed,2
exposed,2
virgin,2
chastity,2
Food,3
heavy-handed,1
parental,2
failings,1
indifference,1
Spanish,2
ambiguities,2
training,3
world-class,3
fencer,2
twister,2
movie-movie,2
bankruptcy,1
inflammatory,2
religion,2
hatred,1
resolution,2
floundering,1
rake,2
dough,2
boomer,2
Wise,3
bless,2
aversion,2
cashing,2
movie-star,2
gorgeousness,4
Veterans,2
dating,2
uneasily,1
sex-in-the-city,2
misadventures,2
decline,2
candor,2
giggle,2
lowered,2
reel\/real,2
dichotomy,2
pursued,2
enervating,1
Venice\/Venice,2
song-and-dance-man,3
Pasach,2
ethnic,3
Sensitively,2
penalty,2
challenged,2
gadgets,3
Presents,2
smacks,2
compositions,2
underlined,2
Finn,3
Edmund,2
McWilliams,2
Engages,3
walking,2
satisfied,3
bilingual,2
Blisteringly,2
scarily,2
sorrowfully,1
damage,1
surveys,2
Holden,2
Pokemon,2
cautions,1
ecological,3
bloodstream,2
Explosions,2
innuendoes,2
timeout,1
labels,2
wrought,2
arguably,2
versatile,2
Delia,2
Greta,2
Paula,2
multilayered,3
searches,2
affectingly,3
howling,2
cringing,1
continually,2
accommodate,2
unconditional,3
seeks,2
look-see,2
Ryosuke,2
languidly,2
Argentinean,2
dramedy,2
compelled,2
venturesome,3
Rugrats,3
Thornberrys,2
emphasis,3
respecting,2
Taken,2
terrorists,2
Fears,1
reducing,2
stake,2
seductively,2
entertainments,2
overwhelm,2
squirm,2
recognition,2
168-minute,2
entranced,2
Open-ended,2
layer,2
cinephile,2
invitation,2
interpretations,2
anti-adult,2
Esther,2
Kahn,2
progresses,2
monotony,0
concentration,3
Neither,2
Eddie,2
efficiently,3
Before,2
collapses,1
lampoon,2
skilled,3
spoken,2
Patricio,2
Guzman,2
parallels,2
1971,2
Bedknobs,2
Broomsticks,2
dealt,2
rediscovering,2
ninth,2
remaining,2
principles,2
pointedly,2
peril,3
unrepentant,2
excursion,2
epicenter,2
percolating,3
instability,2
mateys,2
handful,2
virtuosic,3
Myers,3
dirty-joke,2
post-Tarantino,3
pop-culture,3
hack-and-slash,2
inexperienced,1
chases,2
strut,2
Goldmember,2
car,2
catastrophic,2
gall,2
clamoring,2
torpedo,2
scripters,2
Oscars,2
nerve-raked,2
crackle,2
stagings,2
hardware,2
Americanized,2
comparing,2
classification,2
unerring,3
creepy-scary,3
fixating,3
corner,2
in-your-face,2
unpleasant,1
Believer,2
gaudy,2
shirt,2
rocks,2
unexplored,2
Punch-Drunk,2
maker,2
chocolate,2
milk,2
moustache,1
portrayals,1
seeds,2
ambivalent,2
counts,2
Piercingly,2
route,2
pixilated,2
frequent,2
allusions,3
gurus,2
doshas,2
Westerners,2
verging,2
mumbo-jumbo,2
streaks,2
unimpeachable,1
byplay,2
bickering,2
spy-savvy,2
siblings,2
Vega,2
Juni,2
Sabara,2
Cortez,2
anchor,2
give-and-take,2
flat,1
Breillat,2
Rain,2
Remarkable,4
characterisations,2
coolness,3
Significantly,2
UB,2
spoofs,3
outre,2
dorkier,2
inseparable,2
Painful,0
oppressively,1
missed,2
schmaltz,1
stubborn,2
Slackers,2
insulting,1
childish,1
mongrel,1
pep,2
indecipherable,2
fiendishly,1
jaded,1
auditorium,2
dizzy,1
disorientated,1
semimusical,2
rendition,2
flags,2
drawling,2
slobbering,1
run-on,2
sentence,2
Southern,2
Gothic,2
swords,2
helm,2
traditionally,2
plotted,2
surrendering,2
rigor,1
composure,2
anatomical,2
transition,2
Monsters,2
Inc.,2
describes,2
Jeremy,2
impulses,2
hideously,0
combat,2
Savvy,2
Siegel,2
co-writers,2
sympathize,2
apex,2
misunderstood,2
clobbering,2
digested,2
laboratory,2
funky,2
artificial,1
artificiality,1
recycling,3
nephew,2
uncles,2
Congrats,2
constrictive,1
Eisenhower,2
cheery,4
tranquil,2
continue,2
fragmentary,1
connections,2
Halle,2
naval,2
personnel,2
Diego,2
welled,2
Guard,2
swashbucklers,2
far-fetched,1
absorb,2
e-graveyard,2
Chin,2
lack-of-attention,1
span,2
seventeen,2
Count,2
seriocomic,2
Georgian-Israeli,2
Miami,2
translate,2
adjective,2
artsy,3
off-kilter,2
Resources,2
establish,2
poet,2
grandkids,3
grandparents,2
smiles,2
Russo,2
Sturges,2
Money,2
forming,2
chain,2
circle,2
applying,2
realizes,2
fullness,2
negate,2
Anybody,2
enjoys,3
Cuar贸n,2
substantive,3
cliched,1
structures,2
dialog,2
sorrow,1
lipstick,2
components,2
Ash,2
Wednesday,2
writer\/directors,2
Zishe,2
Hanussen,2
interview,2
Suge,2
Knight,2
comprehensible,3
guide,2
non-techies,2
borrow,2
Moretti,2
common-man,2
recognize,2
Foreman,2
barking-mad,2
Thewlis,2
Freddie,2
Bettany\/McDowell,2
hard-eyed,2
Precocious,1
smarter-than-thou,2
wayward,1
right-wing,2
propriety-obsessed,2
sparking,3
savagely,1
Jonathan,2
Swift,2
Alternating,2
facetious,1
pulp,2
tosses,2
android,2
cutesy,2
Delight,3
senses,2
crash,2
numbness,1
unguarded,2
homes,2
Brent,2
Hanley,2
examining,2
glued,3
Christine,2
Sylvie,2
icily,2
benefited,2
silent-movie,2
partisans,2
sabotage,1
Viva,2
Resistance,2
Solomonic,2
decision,2
turbulent,2
Landau,2
Martyr,3
royally,3
screwed,2
virtual,2
roller-coaster,2
sleaze,1
intentionally,2
introducing,2
loads,2
irreparable,1
costly,2
analysis,2
unwavering,2
backbone,3
bodice-ripper,2
desert,1
beaches,3
neck,2
springboard,2
completist,2
checklist,2
cultist,2
scrutinize,1
serenity,3
veers,1
unintentional,2
inadvertently,2
double-cross,2
Heist,2
no-brainer,2
dimensional,2
sunny,2
disposition,2
Jeffs,2
expressiveness,2
Underachieves,1
explicit,3
libido,2
arrived,2
Portugal,2
Pixar,2
lighting,2
innovative,3
backgrounds,2
Art-house,2
genre-curling,2
revives,2
free-wheeling,2
hollowness,1
arms,2
Conceptually,2
living-room,2
Worlds,2
gaining,2
suggested,2
vampire,2
Drama,2
temptation,2
salvation,3
rapturous,1
MacDowell,2
eclipses,3
self-promotion,1
Discovery,2
Channel,2
widen,2
continent,2
rose-colored,2
glasses,2
eye-boggling,2
psychedelic,2
Straightforward,2
Possession,2
jaunt,2
lane,2
televised,2
Scooby-Doo,2
reruns,2
catches,2
archetypal,2
insanity,2
spews,2
Kubrick-meets-Spielberg,2
VH1,2
Behind,2
Music,2
Buy,2
Carrying,3
spot-on,4
burr,2
peels,2
paper,2
conceits,2
flesh-and-blood,2
humans,2
Body,2
Veret茅,2
whip-smart,3
bluffs,2
infomercial,2
Ram,2
Dass,2
demographic,2
explains,2
Cal,2
lovingly,4
coffee,3
Graphic,2
attracting,3
compared,2
entries,2
tart,3
damning,2
grooved,2
pushes,2
run-of-the-filth,1
recognise,3
signposts,2
map,2
fitting,3
dissection,2
inanities,1
self-critical,2
behind-the-scenes,2
navel-gazing,2
Orleans,2
infinite,2
Lovingly,3
Golden,3
Book,2
sprung,2
stickiness,2
Consistently,2
Chill,2
Baader-Meinhof,2
Gang,2
pranksters,2
activists,2
large-scale,3
Shekhar,2
supplies,2
distort,2
Throws,2
Weighty,2
audience-pleaser,3
waited,2
doctor,2
emergency,2
hospital,2
Generates,3
Exposing,2
repelled,2
dogmatism,2
manipulativeness,2
narrow,2
fearful,1
Goldbacher,1
spooks,1
Scherfig,2
camaraderie,3
Marina,2
imperfect,1
love-hate,2
existentialism,2
Liana,2
Dognini,2
dramatized,3
answer,2
Irvine,2
Trainspotting,2
hands-on,2
textbook,2
Making,2
trivializing,2
Chouraqui,2
affirm,3
Grown-up,2
quibbles,2
McCracken,2
clear-cut,3
all-out,1
Irish,2
marketing,2
Chekhov,2
self-important,2
Devotees,3
Wrath,2
Khan,2
nagging,1
deja,2
vu,2
soul-stirring,3
Israeli\/Palestinian,2
remain,2
caricature,1
radioactive,2
shrug,2
annoyance,0
chatty,2
immaculate,3
Roussillon,2
losers,1
Dodger,2
permeates,2
Reminiscent,3
examine,2
labyrinthine,3
buffeted,2
Denver,2
Vanessa,2
Redgrave,2
sociology,2
apes,2
rooted,3
fruitful,3
epitaph,2
laundry,2
list,1
barf,1
moviehouse,2
disposable,1
rescue,2
Funk,1
Motown,2
Drawing,2
romanticism,2
sultry,3
beer-fueled,3
sun,2
inspire,3
retiring,2
Ohlinger,2
delusional,1
croaks,2
wondering,2
be-bop,2
nighttime,2
loquacious,3
videologue,2
lengths,2
protective,2
cocoon,2
kids-in-peril,2
theatrics,2
drink,2
woodland,2
queasy,1
infatuation,3
strangeness,2
Petri,2
well-characterized,3
telephone,2
aggressively,2
sequins,2
flashbulbs,2
blaring,2
babes,2
infiltrated,2
looked,2
desirable,3
docs,2
suspended,2
searching,2
sterling,3
lingerie,2
models,2
bar,2
dancers,2
Midwest,2
bearing,2
Entertaining,3
one-joke,1
Venus,2
Mars,2
tightly,2
fertility,2
rivals,2
animations,2
Enormously,2
high-adrenaline,2
complexities,1
text,2
precise,3
discordant,1
topple,1
translation,2
Anthony,2
Friedman,2
updated,2
1970,2
fluttering,3
stammering,2
high-spirited,3
Berlin,3
anarchists,2
prey,2
sob-story,2
witness,2
mordantly,2
soullessness,1
jaw-dropping,3
boffo,2
daughters,2
Connoisseurs,2
pleased,4
meticulous,2
withered,1
enforced,2
hiatus,2
dry-eyed,2
maximum,2
moisture,2
Symbolically,2
rarity,3
Exceptionally,3
diamond,2
scoring,3
putting,2
assets,2
commend,2
misguided,0
Croze,2
Bibi,2
MY,2
LITTLE,2
EYE,2
Tunney,2
coltish,2
neurotic,2
possesses,2
ascertain,2
pessimistic,2
careens,2
stricken,2
composer,2
violinist,2
beatings,3
classicism,2
exasperated,1
noticeable,2
Or,2
hated,1
mornings,2
judgment,2
pink,2
unfussily,2
assuredly,3
cleverest,3
giggly,3
stereotypical,1
Rubenesque,2
physique,2
Days,2
queen,2
bearded,2
lactating,2
90-plus,3
intolerant,3
luscious,3
true-to-life,2
unadorned,1
rural,2
first-timer,3
Hilary,3
Birmingham,2
emphasized,3
Driver-esque,2
teetering,2
sanity,2
academic,3
skullduggery,2
Ludicrous,1
Carl,3
freak-outs,2
Kumble,2
counter,2
crudity,1
Diaz,2
holding,2
subtler,2
Total,2
Recall,2
fun-seeking,3
Schumacher,2
Hopkins\/Rock,2
styles,2
onscreen,2
personas,2
grittily,2
well-rounded,3
reached,2
exquisitely,4
favorably,3
Das,2
Boot,2
swaying,2
cradles,2
veiling,2
Buscemi,2
Rosario,2
overbearing,1
North,2
Special,3
P.O.V.,2
mounts,2
bikes,2
skateboards,2
motorcycles,2
splashed,2
immense,3
reduce,2
Blake,2
animator,2
McFarlane,2
dystopia,3
Chardonne,2
ex-Marine,2
Pete,2
even-flowing,2
accomplish,2
canned,2
passages,2
hip,3
in-jokey,2
in-between,2
action-and-popcorn,2
obsessed,2
Grace,2
reassures,3
Spare,2
setpieces,2
straight-ahead,3
Na,2
replace,2
moviegoer,2
missive,2
swathe,2
retaining,2
refusing,2
Christian-themed,2
Graduate,3
switches,2
recyclable,2
attentive,3
Represents,2
expand,2
pro-wildlife,2
pent,2
ENOUGH,0
pros,3
duties,2
well-intentioned,3
perilously,1
undergoing,2
Elegantly,3
expressively,2
crystallize,2
minutely,2
dreamlike,3
ecstasy,3
Enriched,4
\/,2
resonate,2
profundity,3
amid,2
Del,3
Toro,2
Yang,2
Yi,2
detached,1
fusion,2
highs,2
sorrowful,2
niches,3
reflected,2
championship,3
undermines,2
thornier,1
nature\/nurture,2
Affable,3
awakens,3
bio-drama,2
Saved,3
way-cool,4
sounding,3
spaghetti,3
western,2
proven,2
advantages,2
15-year,2
jaw,2
thumbs,2
Orgasm,4
dismal,1
farcically,1
bawdy,1
regeneration,2
kibosh,2
studio-produced,2
bothers,2
suitcase,2
afterthought,2
swirl,2
betters,2
understatement,1
woe,1
opts,2
overlook,2
goofily,2
well-lensed,3
gorefest,2
checking,2
Filipino-Americans,2
Patric,2
Ray,2
Liotta,2
splendidly,2
near-hypnotic,2
heart-breakingly,2
extensive,2
white-on-black,2
Starts,2
Adrien,2
Brody,2
Pratfalls,2
talks,2
bluster,2
Greenfingers,2
itinerant,2
savaged,2
competing,2
lawyers,2
stomach-knotting,2
witnesses,2
undertone,2
Eastern,2
shift,3
cleaving,2
inflate,2
mundane,1
scarifying,2
mileage,2
stray,2
barrel,2
phonograph,2
albeit,2
Examines,1
nonjudgmentally,3
studies,2
schools,2
hospitals,2
courts,2
welfare,2
centers,3
Tarkovsky,2
patriarchal,2
debating,2
societies,2
weepy,1
establishing,2
Claus,2
nonsensical,1
plotting,3
infrequently,2
Rocky,2
Bullwinkle,2
Speed,2
action-adventure,2
space-based,2
Louis,2
fires,2
plasma,2
conduits,2
Intensely,3
Goofy,2
educational,2
ultra-violent,1
boasts,2
Gambling,2
basketball,2
deranged,2
all-enveloping,2
rhapsodizes,2
Graced,2
McCann,2
big-budget\/all-star,2
unblinkingly,2
talky,2
dismantle,2
facades,2
wonderous,3
accomplishment,3
veracity,3
caved,2
Plunges,2
brutality,2
celebratory,3
tuba-playing,2
dwarf,2
rolled,2
hill,2
whacking,2
answered,3
weak,1
fallible,2
caricatures,2
delineate,2
conflicts,1
urges,2
institution,2
self-preservation,2
Missteps,2
indispensable,3
Steadfastly,2
primitive,2
contribute,2
sustained,2
Made-Up,2
lampoons,2
flattering,3
skin-deep,3
notions,2
pulchritude,2
19th,2
murk,1
haunts,2
artwork,3
animaton,2
byways,2
littered,2
jabs,1
egocentricities,1
breed,2
speed,2
deathly,1
Suffers,2
timid,1
parsing,2
barn-side,2
breach,2
gaps,2
Nonchalantly,2
costumer,2
jived,2
Errol,2
Flynn,2
Joan,2
Satisfyingly,3
Oh,2
stamina,2
Madonna,2
cameo,2
tenet,2
religions,2
afterlife,3
communications,2
Babak,2
ditty,2
box-office,2
phrase,2
schmaltzy,1
symbols,2
butterflies,2
styx,2
bees,2
indisputably,2
die,0
costumes,2
Kurys,2
servicable,2
hide,2
breaking,2
kill,2
deaths,1
strips,2
stores,2
sanctimoniousness,2
church-wary,2
Laugh-out-loud,4
adorably,3
ditsy,1
dilemma,2
Tends,2
pile,2
plate,2
boosted,2
hotel,2
resurrecting,2
flavorful,3
passionately,3
uncover,2
disturbed,2
poise,3
non-narrative,2
secretions,2
Sorority,2
Boys,2
Highlighted,3
impish,1
divertissement,2
Gainsbourg,2
water-born,2
Hennings,2
offensive,1
showcase,2
emphasizing,3
Circuit,2
enables,2
Shafer,2
navigate,2
soar,2
residents,2
Copenhagen,2
coping,2
befuddling,1
philosophers,2
workings,2
water-camera,2
operating,2
Sonny,2
Stewart,2
Franco,2
walled-off,1
hustler,2
SONNY,2
temporal,2
burden,2
Schindler,2
1993,2
millennium,2
uproarious,2
drug-related,2
Old-fashioned,2
energizing,4
charting,2
turntablism,3
cry,2
dislocation,1
teen-driven,2
toilet-humor,1
codswallop,0
redeemed,3
lazier,1
3-D,1
orbit,2
station,2
stanzas,2
Tomorrow,2
patiently,2
critically,2
50,2
done-to-death,1
geniality,3
fanatical,2
adherents,2
tease,2
scorcher,3
Bittersweet,3
gestures,2
contagious,2
Bertrand,2
oft-brilliant,3
Laissez-passer,2
notch,2
renegade-cop,2
banter-filled,2
airy,2
bon,2
bons,2
extension,2
accomplishments,2
Serious,3
movie-goers,2
embarking,2
Perdition,3
descends,2
sub-Tarantino,2
Pootie,2
Tang,2
Sa,2
TAY,2
Oddly,1
shocked,2
correct,2
documentary-like,2
horrors,1
barbarism,1
cleansing,3
Smarter,3
commercials,2
glosses,2
Rafael,2
Andrei,3
distill,2
traveled,2
devastated,1
famine,2
documented,2
cruelty,2
overwhelmingly,3
fluffy,2
closes,2
flagging,2
investigator,2
Presson,2
tackled,2
meaty,3
peppering,2
zingers,2
spicy,3
S&M,3
secular,2
through-line,2
passing,2
twinkle,2
sociological,2
high-octane,3
foundation,2
Dalrymple,2
earn,2
uplift,3
Randall,2
flag-waving,2
erotic,3
lip-reading,1
Holofcenter,2
responsible,3
wrap,2
tie,2
blunt,2
forms,2
Walt,2
doodled,2
Steamboat,2
Move,2
nights,2
invented,3
feature-length,3
quandaries,2
unfurls,2
ballast,2
persnickety,1
dismiss,1
mordant,2
Elysian,2
Fields,2
smallness,1
lucky,2
sought,2
indoctrinated,2
prejudice,2
trained,2
Meticulously,2
uncovers,2
trail,2
craven,1
concealment,2
stoner,2
deconstruction,2
sanguine,2
sheds,2
lovably,3
alternate,2
deleted,1
earmarks,2
warnings,3
staying,2
Newfoundland,2
prevalent,2
Peppered,2
rerun,1
Kangaroo,2
brightly,3
Strangers,2
Spinning,2
overstating,1
Other,2
ferment,2
well-shaped,2
dramas,2
confession,2
Fairy-tale,2
skeleton,2
aboriginal,2
pretends,2
initiation,2
rite,2
Angelique,2
guarantees,3
Karmen,2
enthronement,3
monumental,4
1937,2
Snow,2
Dwarfs,2
compromised,2
Debrauwer,2
leaps,2
tissue-thin,2
lamer,1
saddle,2
noticeably,2
dozen,2
trouble-in-the-ghetto,2
nail,2
spirit-crushing,1
ennui,2
denuded,3
Touched,3
sappiness,1
resorts,2
Borstal,2
snazzy,3
involves,2
investment,2
O2-tank,2
crass,2
gas,2
deportment,2
refreshes,3
safely,2
video\/DVD,2
babysitter,2
Year,2
selection,2
high-buffed,2
gloss,2
smartest,3
expressions,2
Max,2
provokes,2
expressionistic,2
license,2
Literary,2
matinee-style,2
bang-up,3
crowds,2
freeing,3
artefact,2
drably,2
governmental,2
wildest,2
carrying,2
Batman,3
heck,2
L.,2
Breheny,2
lensing,2
Cook,2
rivalry,2
alienated,1
re-invents,2
near-future,2
rip,2
Stripped,2
tools,2
profanity,2
unsatisfying,0
guarantee,3
juxtapositions,3
Working,2
co-written,2
Gianni,2
Romoli,2
pitfalls,2
sudsy,1
instructs,2
lad,2
Zen,2
prickly,1
misanthropy,1
minus,2
Estela,2
cloyingly,2
hagiographic,2
leader,2
Fidel,2
Castro,1
shamelessly,2
garnered,2
privy,2
misconstrued,1
weakness,2
Brutally,2
Masterpiece,4
Theatre,2
incongruous,1
chemically,2
teaming,3
Crystal,2
battles,2
throwaway,1
yawning,1
jerky,0
hand-held,2
recount,2
Derry,2
bang-bang,2
shoot-em-up,2
Swank,2
wide-awake,2
tiresome,1
rant,1
thumbing,2
convention,2
midway,2
squeezed,2
beacon,2
goosebumps,3
ham,2
debt,2
unrealized,1
Caton-Jones,3
intercut,2
awakening,2
ripening,2
72,2
Pull,2
yarn-spinner,1
compels,3
Tobey,2
poster,2
geek,2
endgame,2
Passion,3
laugther,3
cascade,2
laziness,2
arrogance,2
Allison,2
identity-seeking,2
foster,2
Arliss,2
poses,2
Critics,2
too-extreme-for-TV,1
sickening,2
sidesplitting,3
heaps,3
luminous,4
integrates,2
pasta-fagioli,2
Sirk,3
rhetoric,2
quasi-documentary,3
Karim,2
Dridi,2
raffish,2
Anne-Sophie,2
exuberantly,3
serenely,2
Mazel,2
tov,2
Shadows,2
depleted,1
brand-new,2
Piscopo,2
Chaykin,2
Headly,2
porthole,2
incoherence,1
defines,2
Simplistic,2
laddish,2
Exploitative,2
bearable,2
Garbus,2
discards,2
pathological,2
exhuming,2
circumstantial,2
vapid,1
mystification,2
bravado,3
Unfortunately,1
hack,1
gore-free,2
serial,2
murders,2
humanize,3
one-hour,2
misfire,1
player,2
gained,2
Snatch,2
household,2
stupid,0
Joe,2
Viterelli,2
right-hand,2
goombah,2
courtesy,2
Pogue,2
Yale,2
grad,2
Skulls,2
Rollerball,2
overboard,1
flies,2
hail,2
Sascha,2
100-minute,2
25,2
comment,2
Schneider,2
prissy,1
imitation,1
studios,2
firmly,3
shoddy,0
product,2
girl-on-girl,2
comparison,2
Pax,2
lulled,1
coma,0
dudsville,1
Our,2
toilet,1
burrito,2
all-night,1
tequila,2
bender,2
jackass,1
criticism,1
potshots,2
